EX,VBN,RB,JJS,NNS,VBP,MD,CD,JJR,NNP,PRP,RP,SYM,NN,'',RBS,POS,FW,),VBG,IN,UH,:,NNPS,``,PRP$,VBD,WRB,CC,VB,$,PDT,RBR,WP$,WDT,WP,VBZ,(,JJ,TO,DT,#,length
0.0006357279084551812,0.012714558169103624,0.06166560712015257,0.0006357279084551812,0.03305785123966942,0.040686586141131596,0.020343293070565798,0.04704386522568341,0.006357279084551812,0.056579783852511126,0.07565162110616656,0.003814367450731087,0.0,0.13604577240940877,0.0,0.0,0.0019071837253655435,0.0,0.0,0.02097902097902098,0.10870947234583599,0.0,0.0,0.0,0.0,0.013350286077558804,0.013986013986013986,0.0025429116338207248,0.031150667514303877,0.06166560712015257,0.0012714558169103624,0.0019071837253655435,0.0025429116338207248,0.0,0.007628734901462174,0.006993006993006993,0.050222504767959315,0.0,0.07310870947234584,0.03305785123966942,0.07374443738080101,0.0,1573.0
0.0,0.011764705882352941,0.060784313725490195,0.00196078431372549,0.023529411764705882,0.07058823529411765,0.00196078431372549,0.09607843137254903,0.00392156862745098,0.050980392156862744,0.07450980392156863,0.0,0.0,0.11960784313725491,0.0,0.0,0.0,0.00196078431372549,0.0,0.045098039215686274,0.056862745098039215,0.0,0.00196078431372549,0.0,0.0,0.00196078431372549,0.00784313725490196,0.0,0.025490196078431372,0.052941176470588235,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.045098039215686274,0.0,0.10196078431372549,0.052941176470588235,0.08627450980392157,0.0,510.0
0.003858875413450937,0.016538037486218304,0.037486218302094816,0.0,0.06560088202866593,0.07166482910694598,0.012127894156560088,0.04244762954796031,0.0005512679162072767,0.04520396912899669,0.07717750826901874,0.0011025358324145535,0.0,0.14057331863285558,0.0,0.0,0.0,0.0,0.0,0.010474090407938258,0.11742006615214995,0.0,0.0,0.0,0.0,0.0033076074972436605,0.015435501653803748,0.004961411245865491,0.023704520396912898,0.050716648291069456,0.0,0.0027563395810363835,0.0005512679162072767,0.0,0.009922822491730982,0.0033076074972436605,0.034178610804851156,0.0,0.08875413450937156,0.018191841234840134,0.1019845644983462,0.0,1814.0
0.0015682760165789179,0.013778425002800493,0.044135767895149544,0.0002240394309398454,0.036294387812254955,0.04570404391172846,0.009857734961353198,0.020947686792875547,0.0017923154475187632,0.0907359695306374,0.058138232328889886,0.0021283745939285315,0.0,0.15413912848661365,0.0,0.0,0.0014562563011089951,0.0001120197154699227,0.0,0.018707292483477092,0.10742690713565588,0.0001120197154699227,0.0001120197154699227,0.0,0.0,0.0033605914640976813,0.01288226727904111,0.0060490646353758264,0.025092416265262686,0.03931892012994287,0.0004480788618796908,0.002576453455808222,0.001120197154699227,0.0,0.008289458944774281,0.0060490646353758264,0.05645793659684104,0.0,0.09700907359695306,0.022964041671334156,0.1110115380306934,0.0,8927.0
0.0,0.0125,0.05,0.0,0.00625,0.0375,0.03125,0.0125,0.00625,0.0875,0.0875,0.00625,0.0,0.2,0.0,0.0,0.00625,0.0,0.0,0.01875,0.09375,0.0,0.00625,0.0,0.0,0.0,0.01875,0.0,0.0375,0.05625,0.0,0.00625,0.0,0.0,0.0125,0.00625,0.04375,0.0,0.05625,0.0125,0.0875,0.0,160.0
0.004653868528214078,0.011169284467713788,0.05549738219895288,0.001977894124490983,0.04246655031995346,0.058755090168702735,0.017219313554392088,0.01663757998836533,0.0016288539848749273,0.08411867364746946,0.06899360093077371,0.00593368237347295,0.0,0.14089586969168122,0.0002326934264107039,0.00034904013961605586,0.002443280977312391,0.0011634671320535194,0.0,0.01908086096567772,0.09691681210005818,0.00011634671320535195,0.001977894124490983,0.00034904013961605586,0.0,0.00477021524141943,0.01372891215823153,0.006631762652705061,0.031180919139034324,0.06084933100639907,0.0006980802792321117,0.002443280977312391,0.0015125072716695752,0.0,0.006166375799883653,0.008144269924374637,0.042001163467132056,0.0,0.07329842931937172,0.026410703897614893,0.089586969168121,0.0,8595.0
0.0013273161667109105,0.01128218741704274,0.06304751791876825,0.0011945845500398195,0.021767985134058934,0.04990708786833024,0.012874966817095832,0.021767985134058934,0.004247411733474914,0.14016458720467215,0.06702946641890098,0.003052827183435094,0.0,0.14481019378816035,0.0,0.0,0.0009291213166976374,0.0005309264666843643,0.0,0.012344040350411468,0.07698433766923281,0.00013273161667109106,0.01260950358375365,0.00013273161667109106,0.0,0.009158481550305284,0.01274223520042474,0.005707459516856916,0.024157154234138573,0.054685426068489515,0.00039819485001327314,0.003052827183435094,0.0013273161667109105,0.0,0.004512874966817096,0.006769312450225644,0.05256172020175206,0.0,0.08070082293602336,0.021767985134058934,0.07632067958587736,0.0,7534.0
0.0017957526545908807,0.014444097439100563,0.05933791380387258,0.0001561524047470331,0.05277951280449719,0.06472517176764522,0.017098688319800125,0.048641474078700814,0.0011711430356027483,0.08244846970643348,0.06667707682698314,0.0027326670830730795,0.0,0.12375078076202374,0.0001561524047470331,7.807620237351655e-05,0.0017957526545908807,0.00039038101186758274,0.0,0.007963772642098688,0.09970331043098064,0.0,0.0005465334166146158,0.0,0.0,0.0020299812617114305,0.006246096189881324,0.007183010618363523,0.03247970018738289,0.050124921923797625,0.0007026858213616489,0.005387257963772642,0.0005465334166146158,0.0,0.010071830106183635,0.003669581511555278,0.0367738913179263,0.0,0.07097126795752655,0.023032479700187382,0.10438788257339163,0.0,12808.0
0.0036981005210959825,0.011094301563287948,0.05345436207766011,0.007564296520423601,0.02202050764834426,0.03899815094973945,0.01899478904017482,0.017313834257858464,0.004370482434022525,0.13212304589006554,0.0529500756429652,0.0010085728693898135,0.0,0.16153975458060177,0.0,0.00016809547823163558,0.0021852412170112624,0.0010085728693898135,0.0,0.015464783997310473,0.0907715582450832,0.00033619095646327115,0.008909060346276684,0.0,0.0,0.004202386955790889,0.01059001512859304,0.0045385779122541605,0.020675743822491176,0.057656749033451,0.00016809547823163558,0.0030257186081694403,0.001176668347621449,0.00016809547823163558,0.007228105563960329,0.0036981005210959825,0.05227769373003866,0.0,0.08236678433350143,0.022524794083039167,0.08572869389813415,0.0,5949.0
0.0024602026049204053,0.007959479015918957,0.05832127351664255,0.000723589001447178,0.01939218523878437,0.03444283646888567,0.012590448625180897,0.009696092619392185,0.002894356005788712,0.14312590448625181,0.059334298118668596,0.0027496382054992764,0.0,0.17525325615050652,0.0001447178002894356,0.0001447178002894356,0.0015918958031837917,0.0001447178002894356,0.0,0.015195369030390739,0.09985528219971057,0.0,0.0,0.0,0.0,0.00361794500723589,0.01215629522431259,0.0062228654124457305,0.02272069464544139,0.04341534008683068,0.0005788712011577424,0.0008683068017366136,0.0015918958031837917,0.0001447178002894356,0.010564399421128799,0.006801736613603474,0.06049204052098408,0.0,0.07496382054992765,0.018958031837916063,0.09088277858176556,0.0,6910.0
0.005822730213500108,0.009920207030407592,0.057795988785852924,0.00334267845589821,0.03558335130472288,0.05887427215872331,0.013802027172740997,0.017036877291352167,0.0018330817338796635,0.08389044640931637,0.07224498598231616,0.002480051757601898,0.0,0.16163467759327152,0.00010782833728703904,0.00010782833728703904,0.0018330817338796635,0.0011861117101574293,0.0,0.017576018977787364,0.08550787146862196,0.00021565667457407807,0.0026957084321759758,0.00021565667457407807,0.0,0.005499245201638991,0.009381065343972397,0.006901013586370498,0.028574509381065344,0.051865430235065776,0.0003234850118611171,0.0019409100711667026,0.0012939400474444684,0.0,0.007979296959240888,0.0048522751779167565,0.051865430235065776,0.0,0.08723312486521458,0.022428294155704118,0.08604701315505715,0.00010782833728703904,9274.0
0.004119464469618949,0.01184346035015448,0.06024716786817714,0.0,0.04170957775489186,0.042224510813594233,0.029866117404737384,0.05458290422245108,0.007723995880535531,0.06951596292481978,0.05612770339855819,0.007723995880535531,0.0,0.13903192584963955,0.0,0.0,0.0010298661174047373,0.001544799176107106,0.0,0.007723995880535531,0.10710607621009269,0.0,0.0,0.0,0.0,0.004634397528321318,0.004119464469618949,0.0025746652935118436,0.0411946446961895,0.06282183316168898,0.001544799176107106,0.0,0.004119464469618949,0.0,0.004634397528321318,0.01132852729145211,0.04531410916580844,0.0,0.0690010298661174,0.014933058702368692,0.09165808444902163,0.0,1942.0
0.0062678062678062675,0.016524216524216526,0.05299145299145299,0.0005698005698005698,0.018803418803418803,0.03418803418803419,0.023361823361823363,0.009116809116809116,0.0005698005698005698,0.07692307692307693,0.07065527065527065,0.006837606837606838,0.0,0.14814814814814814,0.0,0.0,0.002279202279202279,0.0011396011396011395,0.0,0.007977207977207978,0.09743589743589744,0.0,0.0,0.0,0.0,0.005128205128205128,0.02507122507122507,0.005698005698005698,0.036467236467236465,0.06438746438746439,0.0,0.0005698005698005698,0.0,0.0005698005698005698,0.006837606837606838,0.003988603988603989,0.044444444444444446,0.0,0.10142450142450142,0.037037037037037035,0.0945868945868946,0.0,1755.0
0.0021987082588978977,0.007626769273052082,0.07035866428473272,0.0004809674316339151,0.023636113783152397,0.04782190463102927,0.011337089459942284,0.01477257111447025,0.001855160093445101,0.09804864642022812,0.06919060052219321,0.002061288992716779,0.0,0.15033667720214375,6.87096330905593e-05,0.00020612889927167788,0.0029545142228940497,0.0009619348632678302,0.0,0.020338051394805552,0.09392606843479456,0.0001374192661811186,0.0014429022949017452,0.00020612889927167788,0.0,0.005221932114882507,0.012367733956300673,0.004603545417067473,0.026040950941321972,0.05352480417754569,0.0003435481654527965,0.002748385323622372,0.0009619348632678302,0.0,0.009000961934863268,0.006115157345059777,0.05414319087536072,0.0,0.08650542806101415,0.02844578809949155,0.09000961934863268,0.0,14554.0
0.0,0.006,0.056,0.002,0.026,0.052,0.004,0.038,0.0,0.056,0.068,0.006,0.0,0.17,0.0,0.0,0.002,0.002,0.0,0.054,0.088,0.0,0.002,0.0,0.0,0.002,0.012,0.006,0.022,0.046,0.0,0.002,0.002,0.0,0.016,0.002,0.064,0.0,0.052,0.04,0.102,0.0,500.0
0.0034065102195306586,0.010724198839263184,0.050088316931617465,0.00012616704516780217,0.028892253343426696,0.05147615442846329,0.014004542013626041,0.022710068130204392,0.00290184203885945,0.10093363613424174,0.0635881907645723,0.0066868533938935154,0.0,0.15934897804693415,0.0,0.0,0.001514004542013626,0.0006308352258390108,0.0,0.017663386323492306,0.08049457481705778,0.0,0.0,0.0003785011355034065,0.0,0.0027756749936916477,0.0174110522331567,0.004289679535705274,0.03318193287913197,0.04516780217007318,0.0005046681806712087,0.0018925056775170325,0.0010093363613424174,0.0,0.00870552611657835,0.008074690890739339,0.05513499873832955,0.0,0.09475145092101943,0.019303557910673733,0.09222811001766339,0.0,7926.0
0.0020325203252032522,0.013211382113821139,0.08130081300813008,0.0010162601626016261,0.033028455284552845,0.041666666666666664,0.011686991869918699,0.07520325203252033,0.0010162601626016261,0.06453252032520325,0.07266260162601626,0.00508130081300813,0.0,0.15040650406504066,0.0,0.0,0.0066056910569105695,0.0,0.0,0.008638211382113821,0.07164634146341463,0.0,0.0,0.0,0.0,0.007621951219512195,0.018292682926829267,0.0040650406504065045,0.037601626016260166,0.04725609756097561,0.0010162601626016261,0.0010162601626016261,0.0,0.0,0.003556910569105691,0.003556910569105691,0.042682926829268296,0.0,0.07469512195121951,0.02032520325203252,0.09857723577235772,0.0,1968.0
0.0027189975174370493,0.00933916538597943,0.0594632935335146,0.0005910864168341412,0.03605627142688261,0.056271426882610234,0.01264924932025062,0.01997872088899397,0.0017732592505024234,0.08216101193994561,0.06903889348622769,0.0044922567679394725,0.0,0.14765338692516847,0.00011821728336682824,0.00011821728336682824,0.0017732592505024234,0.0005910864168341412,0.0,0.031091145525475823,0.0925641328762265,0.0,0.001063955550301454,0.0003546518501004847,0.0,0.00602908145170824,0.013003901170351105,0.006620167868542381,0.03487409859321433,0.06206407376758482,0.0003546518501004847,0.002127911100602908,0.0007093037002009694,0.00011821728336682824,0.00874807896914529,0.003073649367537534,0.04031209362808843,0.0,0.07022106631989597,0.03688379241045041,0.0849982267407495,0.0,8459.0
0.003356121814791796,0.005966438781852082,0.05866998135487881,0.0006215040397762585,0.037165941578620264,0.05518955873213176,0.018769422001243007,0.028589185829707892,0.001740211311373524,0.10229956494717216,0.07743940335612182,0.00509633312616532,0.0002486016159105034,0.13971410814170293,0.0001243008079552517,0.0,0.004226227470478558,0.0011187072715972653,0.0,0.012181479179614667,0.07818520820385333,0.0001243008079552517,0.0023617153511497823,0.0001243008079552517,0.0,0.004723430702299565,0.019142324425108763,0.004847731510254817,0.02610316967060286,0.05581106277190802,0.003107520198881293,0.003977625854568055,0.0009944064636420136,0.0,0.00584213797389683,0.009819763828464886,0.05046612802983219,0.0,0.07793660658794282,0.01814791796146675,0.08576755748912368,0.0,8045.0
0.004210385617857381,0.009289580966383746,0.06763349595669317,0.0026732607097507185,0.03334892735414021,0.055737485798302476,0.014636102385885183,0.024861324600681682,0.003742564993651006,0.0857448372652543,0.06810131658089955,0.00394305954688231,0.0,0.15825703401724253,0.00013366303548753594,0.00013366303548753594,0.0014702933903628951,0.0008019782129252155,0.0,0.011428189534184322,0.08848492949274878,6.683151774376797e-05,0.00046782062420637575,6.683151774376797e-05,0.0,0.00394305954688231,0.010024727661565194,0.005413352937245205,0.029339036289514134,0.0519280892869077,0.0023391031210318785,0.003207912851700862,0.001670787943594199,0.0,0.006348994185657956,0.003542070440419702,0.048252355811000465,0.0,0.08688097306689835,0.02552963977811936,0.0863463209249482,0.0,14963.0
0.002857142857142857,0.005714285714285714,0.05857142857142857,0.002857142857142857,0.04928571428571429,0.060714285714285714,0.015714285714285715,0.024285714285714285,0.005,0.05785714285714286,0.05,0.002142857142857143,0.0,0.14357142857142857,0.0,0.0007142857142857143,0.002142857142857143,0.002142857142857143,0.0,0.01,0.09714285714285714,0.0,0.0,0.0,0.0,0.002142857142857143,0.0064285714285714285,0.002857142857142857,0.032857142857142856,0.04357142857142857,0.0,0.0014285714285714286,0.0014285714285714286,0.0007142857142857143,0.015,0.005714285714285714,0.05857142857142857,0.0,0.09,0.03,0.11857142857142858,0.0,1400.0
0.0036419115113932774,0.013288055514543038,0.0704266942270781,0.0010827304493331365,0.02957822727496432,0.03951966140065948,0.011663959840543334,0.011811604901816035,0.002706826123332841,0.13475072592155127,0.05384123234411142,0.00452778187902948,0.0,0.15738963531669867,0.0,0.0002952901225454009,0.0027560411437570747,0.0008858703676362026,0.0,0.015896451597027413,0.08755352133471135,9.843004084846695e-05,0.00339583640927211,9.843004084846695e-05,0.0,0.007185392981938088,0.01259904522860377,0.005610512328362616,0.061371130469019146,0.0469019144642945,0.001870170776120872,0.001033515428908903,0.0021162458782420395,0.00034450514296963434,0.007431468084059255,0.005364437226241449,0.04222648752399232,0.0,0.06520990206210936,0.016782321964663616,0.07869481765834933,4.9215020424233474e-05,20319.0
0.0031839333823169237,0.009306882194464855,0.045309821209894685,0.0004898359049718344,0.034900808229243206,0.05853539064413422,0.015429831006612785,0.025349008082292433,0.002816556453588048,0.11682586333578251,0.06649522409992653,0.004775900073475386,0.0,0.1358070046534411,0.0,0.0002449179524859172,0.0008572128337007102,0.0008572128337007102,0.0,0.012735733529267695,0.08008817046289493,0.0001224589762429586,0.0,0.0001224589762429586,0.0,0.004653441097232427,0.015552289982855743,0.0069801616458486405,0.02559392603477835,0.052779818760715164,0.0,0.002571638501102131,0.0013470487386725448,0.0,0.009551800146950772,0.010286554004408524,0.054739162380602495,0.0,0.08780308596620132,0.01959343619887338,0.09429341170707813,0.0,8166.0
0.002438324727481354,0.009036144578313253,0.047475616752725186,0.0015777395295467585,0.036861732644865176,0.0576592082616179,0.018789443488238668,0.02280550774526678,0.0017211703958691911,0.11617900172117039,0.06597819850831899,0.001004016064257028,0.0,0.15160642570281124,0.00014343086632243257,0.0,0.004159495123350545,0.001004016064257028,0.0,0.009323006310958119,0.08907056798623064,0.0,0.0,0.00028686173264486515,0.0,0.0027251864601262193,0.00774526678141136,0.007458405048766495,0.0259609868043603,0.05593803786574871,0.00014343086632243257,0.0015777395295467585,0.000717154331612163,0.00014343086632243257,0.008032128514056224,0.005880665519219736,0.04661503155479059,0.0,0.0897877223178428,0.02495697074010327,0.08519793459552495,0.0,6972.0
0.0027160493827160493,0.013703703703703704,0.054691358024691356,0.0002469135802469136,0.047530864197530866,0.05135802469135802,0.009506172839506173,0.029012345679012345,0.0020987654320987655,0.08962962962962963,0.053580246913580244,0.002839506172839506,0.0,0.145679012345679,0.0001234567901234568,0.0,0.0009876543209876543,0.0008641975308641976,0.0,0.01617283950617284,0.10604938271604938,0.0,0.0016049382716049382,0.0,0.0,0.0049382716049382715,0.016790123456790124,0.0038271604938271606,0.024567901234567903,0.03962962962962963,0.0001234567901234568,0.001851851851851852,0.0012345679012345679,0.0002469135802469136,0.01,0.006913580246913581,0.05876543209876543,0.0,0.08876543209876543,0.015925925925925927,0.09802469135802469,0.0,8100.0
0.000643707756678468,0.009977470228516253,0.05568072095268748,0.001287415513356936,0.022851625362085612,0.04377212745413582,0.015127132281943997,0.035403926617315735,0.000643707756678468,0.07402639201802381,0.06919858384293531,0.0032185387833923397,0.0,0.15738654650788542,0.0,0.0,0.0054715159317669775,0.000643707756678468,0.0,0.022851625362085612,0.08690054715159318,0.0,0.0,0.0,0.0,0.014483424525265529,0.010621177985194722,0.0041841004184100415,0.02735757965883489,0.07273897650466687,0.000643707756678468,0.0019311232700354038,0.0016092693916961698,0.000321853878339234,0.005793369810106212,0.0054715159317669775,0.04473768908915352,0.0,0.06952043772127454,0.04280656581911812,0.09269391696169939,0.0,3107.0
0.002688172043010753,0.007258064516129033,0.06653225806451613,0.00026881720430107527,0.023521505376344086,0.044489247311827955,0.014516129032258065,0.026344086021505377,0.0020161290322580645,0.08239247311827957,0.0721774193548387,0.004166666666666667,0.0,0.1456989247311828,0.0006720430107526882,0.00026881720430107527,0.0017473118279569893,0.0004032258064516129,0.0,0.014112903225806451,0.08508064516129032,0.00026881720430107527,0.0008064516129032258,0.00013440860215053763,0.0,0.003360215053763441,0.015860215053763442,0.005376344086021506,0.03508064516129032,0.051881720430107525,0.001075268817204301,0.002150537634408602,0.0016129032258064516,0.00013440860215053763,0.008333333333333333,0.004838709677419355,0.062096774193548386,0.0,0.08696236559139785,0.027553763440860215,0.09811827956989247,0.0,7440.0
0.002722537878787879,0.016571969696969696,0.07350852272727272,0.0011837121212121212,0.033380681818181816,0.04888731060606061,0.019649621212121212,0.02012310606060606,0.0035511363636363635,0.06628787878787878,0.06687973484848485,0.004853219696969697,0.0,0.13695549242424243,0.00023674242424242425,0.00011837121212121212,0.00023674242424242425,0.0011837121212121212,0.0,0.008285984848484848,0.10582386363636363,0.0,0.0003551136363636364,0.00011837121212121212,0.0,0.004142992424242424,0.006036931818181818,0.003787878787878788,0.03349905303030303,0.058357007575757576,0.0008285984848484849,0.004853219696969697,0.002012310606060606,0.0,0.0078125,0.006036931818181818,0.058712121212121215,0.0,0.08072916666666667,0.023674242424242424,0.0986032196969697,0.0,8448.0
0.0034129692832764505,0.006825938566552901,0.04778156996587031,0.0,0.08532423208191127,0.06143344709897611,0.030716723549488054,0.006825938566552901,0.0034129692832764505,0.07167235494880546,0.040955631399317405,0.0034129692832764505,0.0,0.13993174061433447,0.0,0.0,0.0,0.0,0.0,0.013651877133105802,0.09556313993174062,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.034129692832764506,0.04436860068259386,0.0,0.006825938566552901,0.006825938566552901,0.0034129692832764505,0.010238907849829351,0.0,0.034129692832764506,0.0,0.13310580204778158,0.017064846416382253,0.09215017064846416,0.0,293.0
0.002596559558584875,0.011468138050416531,0.04533160229362761,0.00021637996321540625,0.030834144758195393,0.05052472141079736,0.020339716542248188,0.06437303905658336,0.0020556096505463593,0.09066320458725521,0.06837606837606838,0.004976739153954344,0.00010818998160770312,0.1444336254462837,0.00021637996321540625,0.0,0.0012982797792924375,0.000865519852861625,0.0,0.010494428215947203,0.08395542572757762,0.0,0.0,0.00010818998160770312,0.0,0.0036784593746619063,0.0172022070756248,0.004868549172346641,0.03429622416964189,0.051498431245266686,0.00010818998160770312,0.0029211295034079843,0.0007573298712539219,0.0,0.008222438602185437,0.010818998160770312,0.05074110137401277,0.0,0.06350751920372173,0.014064697609001406,0.10407876230661041,0.0,9243.0
0.0025087108013937282,0.008362369337979094,0.06411149825783972,0.0004181184668989547,0.02940766550522648,0.05602787456445993,0.01407665505226481,0.016306620209059233,0.0004181184668989547,0.1354703832752613,0.0705226480836237,0.0011149825783972125,0.00013937282229965157,0.14592334494773518,0.0,0.0,0.0015331010452961672,0.0006968641114982578,0.0,0.010871080139372822,0.09310104529616725,0.00013937282229965157,0.0004181184668989547,0.0,0.0,0.0018118466898954704,0.008362369337979094,0.010452961672473868,0.03191637630662021,0.058954703832752614,0.00013937282229965157,0.0006968641114982578,0.0008362369337979094,0.0,0.00710801393728223,0.005574912891986063,0.04334494773519164,0.0,0.08878048780487804,0.0221602787456446,0.06829268292682927,0.0,7175.0
